MASV1,LA1003,MI1003,PE1003,CH1003,MT1003,PH1003,LA1005,PE1005,MT1005,MT1007,LA1007,MT1009,LA1009,MT2001,PE1007,SP1007,SP1003,SP1005,SP1009
1270984.0,10.0,,5.0,7.5,8.5,8.0,7.0,7.0,6.0,7.0,8.5,7.0,7.0,6.5,6.0,7.0,8.5,,
1274507.0,,,7.0,,,,,5.0,,,,13.0,,,,,,,
1278360.0,12.0,,4.0,,6.0,5.5,12.0,5.0,4.5,8.0,12.0,,12.0,,,,,,
1287624.0,8.5,DT,6.0,6.0,9.0,5.5,,5.0,6.0,7.5,3.5,4.0,3.0,5.5,5.0,6.0,5.0,13.0,4.5
1292350.0,12.0,,7.0,,5.5,6.0,12.0,8.0,5.0,8.5,12.0,,6.0,,,,,,
1296106.0,,,8.0,5.5,6.0,2.5,0.0,6.0,5.5,5.5,,3.5,,,,,,,
1298147.0,10.0,,6.0,6.5,,7.0,10.0,5.0,7.5,8.5,7.5,2.0,8.5,6.5,4.0,,6.5,,6.5
1303946.0,6.5,,5.0,5.5,5.5,5.5,7.0,5.0,5.5,5.5,,,,,,,,,
1311418.0,6.5,,6.0,6.5,6.5,5.0,7.5,6.0,6.0,8.0,,,,,,,,,
1312383.0,5.0,DT,7.0,6.5,7.0,4.5,7.0,5.0,13.0,7.5,3.0,7.5,0.0,0.0,7.0,,7.0,7.5,7.5
1314610.0,12.0,,,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0
1319553.0,6.5,,5.0,8.0,6.0,6.5,6.0,6.0,7.5,9.0,7.0,,,,5.0,,8.0,8.0,7.5
1321155.0,3.5,,9.0,5.5,2.0,5.5,,5.0,2.5,2.0,,,,,,,,,
1325210.0,0.0,,5.0,4.5,6.5,5.0,,5.0,5.0,7.5,,7.0,,1.0,8.0,,7.0,7.0,5.5
1337837.0,10.0,,7.0,8.0,1.0,6.5,10.0,8.0,5.0,8.5,10.0,,10.0,,5.0,7.5,7.5,7.5,
1338766.0,6.0,DT,6.0,5.5,6.5,6.5,3.5,8.0,6.5,7.0,7.5,7.0,,4.0,7.0,7.0,6.5,,
1351504.0,,,6.0,7.5,9.5,6.0,,5.0,,,,,,,,,,,
1353863.0,10.0,DT,7.0,7.0,6.0,6.5,8.5,5.0,5.5,8.5,6.0,8.0,5.5,5.5,5.0,,8.0,6.5,6.5
1359974.0,9.0,,6.0,6.5,2.5,5.5,6.5,9.0,6.5,7.0,6.0,6.5,3.5,,5.0,,,,
1365909.0,,,7.0,,,8.5,,5.0,8.5,,,,,,7.0,,8.0,8.0,
1369743.0,6.5,,7.0,6.0,1.0,5.5,6.0,7.0,1.5,6.5,5.5,,,,6.0,6.5,6.0,5.5,
1379973.0,10.0,,6.0,5.0,8.0,,10.0,6.0,7.0,8.0,10.0,9.0,10.0,8.0,7.0,,7.5,6.0,7.0
1384861.0,9.5,DT,5.0,5.5,2.0,5.0,8.5,5.0,2.5,6.0,8,,7.0,4.0,3.0,,6.5,6.0,5.5
1389638.0,,,7.0,,,,,5.0,3.5,,,5.0,,6.5,5.0,6.5,6.0,6.0,
1404399.0,,,,,,,,,,,,,,5.5,,,,,
1412320.0,,,8.0,6.0,5.0,4.5,,5.0,4.0,5.5,,,,,,,,,
1416493.0,,,,,,,,,,,,,,,,,,,6.5
1418712.0,,,7.0,,,,,9.0,,,,,,,,,,,
1425963.0,,,5.0,5.0,0.5,4.5,,1.0,,13.0,,,,13.0,,,,,
1431463.0,,,,,,,,,0.5,13.0,,,,,,,,,
1435542.0,,,6.0,6.5,2.0,,,7.0,4.5,8.5,,5.5,,4.0,8.0,,7.5,,
1464467.0,9.5,,7.0,6.0,1.0,5.5,6.0,5.0,1.0,4.0,4.0,13.0,13.0,13.0,6.0,,,,
1467759.0,3.5,,5.0,7.0,7.0,,,7.0,,8.5,,7.5,,5.0,8.0,,,7.0,6.5
1472566.0,,,9.0,,,,,8.0,5.5,,,,,,9.0,,7.0,6.0,
1473955.0,10.0,DT,7.0,6.0,6.0,5.0,10.0,5.0,,7.5,9.0,6.0,6.5,,5.0,,8.0,6.0,6.5
1478275.0,7.0,,7.0,6.0,7.5,6.5,5.5,6.0,,8.0,7.5,6.5,6.0,7.5,5.0,7.0,7.0,6.0,8.0
1480023.0,,,8.0,6.5,8.0,7.5,,5.0,,8.0,,,,,5.0,,,,7.5
1487269.0,,,7.0,,,,,,,,,13.0,,4.0,,,,,
1491840.0,10.0,,5.0,,7.0,8.0,10.0,5.0,5.5,6.0,13.0,,10.0,,,,,,
1494924.0,,,6.0,7.0,2.0,3.0,,6.0,5.0,7.0,,5.0,,5.0,7.0,,,,
1499604.0,8.0,,6.0,6.0,1.0,5.0,8.0,5.0,1.0,7.0,8.0,5.0,4.5,5.5,5.0,7.5,6.0,,
1504854.0,,,7.0,,,,,13.0,,,,,,13.0,5.0,13.0,5.0,,
1507146.0,7.0,DT,5.0,5.5,8.5,5.0,0.0,7.0,5.0,6.0,,,,,3.0,6.5,5.0,5.5,6.0
1509861.0,,,6.0,2.5,2.0,4.5,,6.0,1.0,5.0,,,,5.0,5.0,,,,
1516250.0,,,7.0,6.0,2.0,5.0,,5.0,2.0,4.5,,5.0,,2.0,7.0,,6.0,,
1519971.0,,DT,6.0,7.0,7.5,6.5,,6.0,6.0,5.5,,13.0,,,,,,,
1523028.0,5.5,,5.0,5.5,1.0,5.5,13.0,5.0,5.0,8.0,3.0,3.5,,4.0,6.0,,6.5,6.5,6.5
1528974.0,,,13.0,7.5,5.5,7.0,,6.0,6.0,5.5,,,,,,,,,
1535196.0,10.0,DT,5.0,7.5,5.0,6.5,10.0,6.0,2.0,6.5,7.5,,5.0,,5.0,7.0,8.0,8.0,7.5
1539985.0,10.0,,7.0,6.0,2.5,6.0,7.5,5.0,2.5,5.0,13.0,5.5,0.0,5.5,5.0,4.0,5.0,5.5,
1542556.0,5.5,DT,6.0,6.0,6.0,7.5,5.0,6.0,5.5,5.0,4.5,5.5,4.0,5.0,5.0,5.5,6.5,12.0,
1544956.0,2.5,,7.0,5.5,1.5,5.5,,8.0,,5.5,,5.5,,5.0,6.0,7.0,5.5,6.0,5.5
1550511.0,6.5,,9.0,7.0,2.0,5.5,,5.0,4.0,5.5,,,,4.5,7.0,9.0,6.5,,
1550673.0,,,6.0,,,,,,,,,,,,,,,,
1554906.0,,,5.0,,,,,,,,,,,,,,,,
1558002.0,12.0,,8.0,8.0,4.5,4.5,12.0,8.0,5.0,6.5,12.0,,5.5,,,,,,
1567052.0,8.0,,5.0,6.5,6.0,5.5,,7.0,5.0,6.0,,6.5,,,,,,,
1568183.0,5.0,,4.0,6.0,1.0,5.0,4.5,8.0,4.5,6.5,0.0,,,13.0,6.0,6.0,13.0,,
1577141.0,10.0,,8.0,8.0,5.5,6.0,10.0,13.0,7.0,5.5,10.0,7.5,10.0,,,,,,
1584518.0,10.0,12,7.0,7.0,5.5,6.0,6.0,7.0,6.5,8.0,5.5,8.5,6.0,5.5,8.0,,6.5,,7.0
1585205.0,3.5,,6.0,7.0,4.0,6.5,,5.0,6.0,6.0,,8.0,,,,,,,
1600419.0,,,7.0,5.5,2.5,5.0,,7.0,0.0,1.5,,3.5,,1.0,5.0,,6.5,6.0,
1635012.0,6.0,,6.0,7.0,6.0,6.0,6.5,5.0,6.0,7.0,6.0,4.5,5.5,5.5,6.0,6.0,6.5,,
1639678.0,5.5,,5.0,8.0,6.5,7.5,5.0,6.0,7.0,9.0,3.5,7.0,,7.0,4.0,7.0,6.0,,
1642825.0,6.0,,5.0,5.0,5.0,6.0,3.5,6.0,5.0,7.5,3.5,5.5,,5.5,7.0,4.5,7.0,5.5,
1647195.0,10.0,,7.0,7.5,7.5,,10.0,5.0,9.0,9.0,8.5,9.5,7.5,7.0,8.0,6.0,8.5,,7.0
1649101.0,5.0,,6.0,6.5,4.0,5.5,,8.0,5.0,7.0,,5.0,,5.0,5.0,,7.5,6.5,
1661780.0,,,9.0,8.0,6.5,,,5.0,5.5,9.0,,9.5,,5.0,8.0,6.5,7.0,,
1664338.0,13.0,DT,6.0,2.0,13.0,5.0,,8.0,5.0,5.0,,6.0,,1.0,5.0,11.0,5.5,,
1668849.0,,,7.0,8.5,,,,6.0,8.5,,,,,8.0,5.0,7.0,7.5,,
1672502.0,4.5,,5.0,5.5,1.0,5.0,6.5,7.0,5.0,4.5,7.0,2.0,3.5,4.5,8.0,,8.0,,6.5
1677765.0,8.5,,5.0,7.0,8.0,7.5,8.5,5.0,,9.0,8.5,8.0,7.5,5.5,5.0,7.5,8.0,7.5,6.5
1703367.0,13.0,,5.0,7.0,5.0,6.5,,6.0,6.5,6.5,,7.5,,6.5,8.0,,6.5,,
1709743.0,,,13.0,8.0,2.0,6.0,4.5,7.0,5.0,7.0,,7.0,,6.5,6.0,,7.5,,
1720571.0,,,5.0,7.5,4.5,5.5,,5.0,2.0,6.0,,6.5,,2.0,5.0,6.0,7.0,,
1728376.0,,,8.0,7.0,6.0,7.0,,8.0,7.0,8.5,,9.0,,,,,,,
1732340.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,4.0,12.0,4.0,12.0,12.0,12.0,12.0,12.0
1737341.0,,,6.0,,6.5,6.5,,6.0,7.0,7.0,,,,,,,,,
1737560.0,0.0,KD,6.0,8.5,7.0,5.5,13.0,7.0,7.0,6.5,,8.5,,13.0,5.0,,5.0,4.0,13.0
1739903.0,10.0,DT,7.0,5.0,6.0,5.0,9.5,5.0,2.0,6.0,10.0,1.0,10.0,5.0,6.0,,5.5,5.0,5.5
1745370.0,4.5,,7.0,6.5,6.0,5.5,2.0,7.0,,7.0,,8.0,,7.5,5.0,7.0,7.0,,
1758497.0,6.5,,7.0,6.5,4.5,5.0,7.5,7.0,6.0,7.5,7.5,9.0,4.5,5.0,5.0,,,,
1758997.0,5.5,,6.0,7.0,6.0,6.5,4.0,5.0,7.5,8.0,,9.5,,5.5,6.0,,,,
1760363.0,,,8.0,,,,,,,,,,,,,,,,
1761563.0,10.0,,6.0,6.0,5.0,7.0,10.0,6.0,,8.5,9.0,9.5,6.5,5.0,9.0,,9.0,8.0,
1763517.0,8.0,,6.0,8.5,8.5,7.5,,7.0,7.0,8.5,,10.0,,6.0,5.0,,8.0,7.5,7.5
1765073.0,6.0,,6.0,6.5,5.0,5.0,,8.0,7.5,7.0,,,,,,,,,
1767085.0,4.5,,7.0,5.5,5.5,7.0,0.0,6.0,1.5,8.0,,7.0,,6.5,1.0,4.0,6.0,,6.0
1768870.0,,,7.0,8.5,8.5,9.0,,4.0,,9.5,,,,,7.0,,,,
1770167.0,7.5,,7.0,6.0,2.5,2.5,6.5,5.0,5.5,6.0,5.5,5.0,6.5,4.0,6.0,,6.0,,
1773562.0,,,,,,,,,,,,,13.0,,,,,,
1782355.0,2.5,,5.0,4.0,2.0,5.0,,6.0,,7.5,,7.5,,,7.0,6.5,6.0,5.0,4.5
1786179.0,,,7.0,4.5,6.0,5.5,,7.0,,7.0,,,,,7.0,,,,
1801164.0,7.5,DT,6.0,7.5,7.5,8.5,13.0,6.0,9.0,9.5,4.0,,3.5,7.0,6.0,,5.5,7.0,5.0
1802730.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,5.6,12.0,5.2,12.0,12.0,12.0,12.0,12.0
1811015.0,10.0,DT,6.0,6.5,10.0,6.5,10.0,8.0,6.5,7.5,8.0,,5.5,,5.0,6.0,5.5,5.5,5.0
1811691.0,,,13.0,13.0,13.0,0.0,,13.0,13.0,13.0,,,,,13.0,0.0,,,
1821641.0,5.0,,6.0,,5.5,6.0,,6.0,5.0,8.0,,,,,,,,,
1824301.0,10.0,DT,5.0,7.0,4.0,5.5,9.5,5.0,5.5,5.5,7.0,,6.0,4.0,5.0,6.5,2.5,2.0,8.0
1830383.0,7.0,DT,5.0,6.5,7.0,6.5,5.5,8.0,6.0,8.0,6.0,5.0,3.5,,6.0,,12.0,7.0,6.0
1838333.0,2.5,DT,6.0,5.0,0.5,6.0,,7.0,2.0,2.5,,2.5,,1.5,6.0,5.5,2.0,6.5,2.5
1841576.0,5.5,,7.0,5.0,5.0,2.5,5.5,8.0,0.0,5.5,,,,,,,,,
1845064.0,8.0,,6.0,8.5,8.0,8.5,,5.0,8.0,7.5,,8.5,,,,,,,
1862302.0,10.0,,7.0,13.0,13.0,13.0,10.0,13.0,13.0,13.0,10.0,,10.0,,,,13.0,13.0,
1874826.0,,,6.0,5.0,6.0,5.0,,5.0,1.5,6.5,,,,,,,,,
1884176.0,,,5.0,,,,,,,,,,,,,,,,
1903521.0,6.5,,3.0,6.0,8.0,6.5,7.0,13.0,7.5,7.0,,,,,,,,,
1903696.0,,,5.0,,1.0,3.0,,,,4.5,,,,,,,,,
1906736.0,10.0,,5.0,6.0,2.0,4.5,10.0,5,5.5,2.0,9.0,,,,5.0,5.5,5.0,4.0,
1908531.0,,,,,,,,,,,,,,,,,,,7.5
1929887.0,6.5,,6.0,,7.5,8.0,6.5,13,13.0,9.0,,,,,,,,,
1930389.0,8.5,,6.0,5.0,13.0,5.5,7.5,5,6,5.0,8.0,5.0,7.0,6.0,8.0,7.0,8.0,,7.0
1930423.0,10.0,,7.0,8.5,8.0,7.0,10.0,8,5.5,8.5,10.0,,9.0,7.5,6.0,,7.0,7.5,
1930895.0,8.5,,9.0,,5.5,5.5,4.5,5.0,5.5,7.5,,,,,,,,,
1948421.0,10.0,DT,5.0,5.5,5,5.5,10.0,5,,6.5,9.0,7.0,6.5,,5.0,,8.5,7.0,7.0
1951314.0,10.0,DT,7.0,5.5,6.5,6,10.0,5,8,7.5,8.5,,6.0,6.0,7.0,6.5,8.0,6.5,6.0
1953304.0,,,5.0,5.0,6.5,1.5,,8.0,4.0,5.5,,,,,,,,,
1958595.0,12.0,,6.0,,7.0,7.0,12.0,6.0,8.0,9.0,8.5,,8.0,,,,,,
1960945.0,,,8.0,,,,,,,,,,,,,,,,
1964841.0,10.0,DT,7.0,6,1.5,3.5,7.0,5,VT,13.0,5.0,,4.5,13.0,6.0,13.0,5.0,13.0,13.0
1969655.0,2.5,,7.0,5.5,4.5,3.0,6.0,6.0,0.0,4.5,,4.5,,0.0,8.0,6.0,6.0,7.0,13.0
1971457.0,12.0,,13.0,,13.0,0.0,12.0,,,13.0,12.0,,12.0,,,,,,
1974268.0,10.0,,8.0,5.0,,7.5,10.0,5,6.5,8.0,8.5,4.0,8.5,6.5,7.0,,8.0,,8.0
1987743.0,,,,,,,,,3.5,,,,,,,,23.0,23.0,13.0
1994387.0,8.5,DT,6.0,6.5,7,5,6.5,6,8,7.0,7.0,8.5,6.5,5.0,6.0,,7.0,8.5,7.0
1997820.0,0.0,,6.0,6.5,7.0,7.5,6.5,5.0,7.0,9.0,,,,,7.0,7.0,,,
1998762.0,,,5.0,6.0,6.5,6.5,,8.0,8.0,8.0,,8.0,,,,,,,
2001860.0,5.5,,5.0,5.5,1.0,3.0,5.0,6,,1.0,13.0,6.0,,,8.0,5.0,13.0,,
2005676.0,0.0,,7.0,6.0,2.0,4.5,,5.0,4.5,5.5,,6.0,,6.0,7.0,,,,
2007175.0,6.0,,6.0,8.5,8.5,7.0,8.5,6,,7.5,7.5,,8.0,,6.0,7.0,5.0,6.5,8.0
2008281.0,,,7.0,VT,VT,VT,,VT,,,,,,,,,,,
2014298.0,5.5,,5.0,5.5,2.0,3.0,,5.0,5.0,1.5,,,,,,,,,
2020139.0,,,5.0,6.5,7.0,8.0,,5.0,7.5,5.5,,,,,,,,,
2026420.0,10.0,DT,5.0,5.5,6.5,7,10.0,7,7.0,9.0,9.5,8.5,7.0,5.0,5.0,,7.0,,6.0
2032155.0,6.0,,5.0,,0.0,5.0,4.5,5.0,,5.5,4.5,,,,7.0,,,,
2033933.0,12.0,,7.0,6.5,2.0,5.5,12.0,5.0,,8.0,12.0,,0.0,,,,7.0,,
2041064.0,0.0,,8.0,8.0,7.5,7.0,8.0,5.0,7.5,8.5,,,,,,8.0,8.5,7.5,
2043410.0,0.0,,3.0,13.0,13.0,13.0,,13,,13.0,,13.0,,,,,,,
2045429.0,,,,,,,,,,,,,,,,,13.0,,
2047807.0,7.0,,6.0,6.0,5.5,,,5,8.5,7.5,7.0,6.5,,5.5,6.0,6.5,8.5,8.0,
2050861.0,12.0,,4.0,8.0,7.5,7.0,12.0,13.0,8.0,8.0,12.0,9.0,12.0,,,,,,
2054119.0,12.0,,13.0,,13.0,13.0,12.0,,,13.0,12.0,,0.0,,,,,,
2066358.0,0.0,,7.0,8.0,7.0,7.5,8.5,7.0,9.0,9.0,,10.0,,13.0,9.0,,,,
2075020.0,,,6.0,7.5,7.5,5.5,6.0,7.0,5.5,9.0,,9.0,,,,5.5,,,
2075917.0,12.0,,5.0,,13.0,13.0,7.0,3.0,13.0,6.0,8.0,,,,,,,,
2081309.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,12.0
2085807.0,10.0,,5.0,7.0,2.0,3.0,10.0,5.0,4.5,5.5,8.5,2.0,,6.0,6.0,,6.0,7.0,
2096818.0,,,,,5.0,,,,,,,,,6.0,,,,,
2100328.0,8.0,DT,6.0,5.0,0.0,3.0,7.0,7.0,,5.0,5.0,0.0,,,,,6.5,4.5,
2103473.0,10.0,DT,6.0,6.0,7.0,5.0,10.0,6.0,,8.5,10.0,8.0,10.0,,5.0,,7.0,7.0,5.0
2106734.0,7.0,DT,6.0,6.5,2.5,5.0,5.5,7.0,3.0,7.0,5.5,,0.0,4.0,10.0,,3.5,7.0,7.0
2107802.0,5.0,DT,6.0,5.5,5.0,5.0,3.0,5.0,4.0,6.5,0.0,8.0,,6.0,4.0,6.5,5.5,6.5,
2109981.0,,,5.0,7.5,7.5,7.5,,6.0,,8.0,,,,,,,,,
2113865.0,8.5,,5.0,,2.5,2.0,6.5,5.0,,4.5,6.0,,5.0,,3.0,,,,
2115455.0,,,13.0,,13.0,13.0,,,,13.0,,,,,,,,,
2117677.0,10.0,DT,5.0,6.5,5.5,6.0,10.0,5.0,6.0,8.5,10.0,6.0,8.5,5.0,5.0,,,7.0,7.0
2118779.0,10.0,,6.0,8.5,9.0,8.5,10.0,5.0,8.5,8.5,8.5,8.5,,7.0,3.0,,8.5,8.0,8.0
2122135.0,5.5,,6.0,5.0,5.0,5.0,,6.0,5.0,5.0,,9.0,,13.0,4.0,6.0,6.5,6.0,6.5
2126817.0,12.0,,5.0,7.0,6.5,5.5,8.5,5.0,8.0,6.5,7.0,,,,,,7.0,6.0,
2137115.0,,,,7.0,,,,,2.0,,,,,,,,,,
2137127.0,0.0,,5.0,7.5,7.0,7.0,,5.0,,7.5,,9.5,,6.5,6.0,7.0,7.5,8.5,
2145408.0,10.0,DT,7.0,6.0,5.0,6.5,10.0,6.0,13.0,5.0,9.0,13.0,7.5,13.0,13.0,6.5,,,
2152352.0,,,7.0,6.5,6.5,6.5,,5.0,7.5,8.5,,7.5,,,,,,,
2154671.0,7.0,,5.0,7.0,5.0,5.0,7.5,5.0,5.0,7.5,,,,,,,,,
2168518.0,6.0,,8.0,6.0,7.0,6.5,6.5,5.0,5.5,8.5,,8.5,,,,,,,
2169049.0,,,6.0,8.0,7.0,5.5,,5.0,,6.0,,,,,,,9.0,,
2170715.0,5.5,,8.0,9.0,6.5,7.0,6.0,6.0,8.5,8.5,5.0,8.0,4.5,6.0,5.0,,,,
2175191.0,,,6.0,7.0,7.0,7.5,,7.0,7.5,8.5,,,,,,,,,
2182773.0,2.5,,5.0,6.5,1.0,5.0,,5.0,,2.0,,0.0,,,8.0,,8.5,8.0,
2190659.0,,,7.0,5.5,2.5,4.5,,5.0,0.0,6.5,,13.0,,2.0,5.0,6.0,,,
2192706.0,8.0,,7.0,7.5,8.0,8.5,7.5,7.0,,9.5,8.0,9.0,7.5,7.5,7.0,7.0,6.5,7.0,
2195221.0,13.0,,6.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,,,,,,,,,
2203174.0,7.5,,7.0,6.5,4.5,6.0,6.0,6.0,2.0,4.5,8.0,5.0,,5.5,7.0,,,,
2203409.0,,,6.0,7.0,5.0,7.0,,6.0,7.0,6.5,,,,,,,,,
2210296.0,6.5,,8.0,,2.0,13.0,13.0,,,13.0,2.0,,,,,,,,
2213985.0,7.5,12,12.0,6.0,6.5,5.5,7.5,12.0,5.0,7.0,8.0,,7.0,13.0,13.0,,7.0,7.5,6.0
2223555.0,,,5.0,6.5,6.0,6.0,,6.0,8.5,9.0,,5.0,,7.0,5.0,5.5,,,
2240989.0,,,7.0,6.0,7.0,5.5,,7.0,6.0,7.0,,,,7.5,8.0,,,,
2243511.0,13.0,DT,5.0,7.0,7.0,7.0,13.0,5.0,6.5,8.0,,,,13.0,3.0,,5.5,8.0,0.0
2244352.0,9.5,DT,5.0,8.5,7.0,6.5,8.0,5.0,5.0,2.0,8.5,,,,5.0,,7.0,6.0,6.5
2247061.0,10.0,DT,7.0,6.5,9.0,7.5,10.0,5.0,6.0,9.0,10.0,,8.5,,5.0,,8.0,8.0,7.5
2250479.0,10.0,,8.0,5.5,7.0,6.0,10.0,5.0,,7.0,8.5,,,,,,6.5,7.5,
2253704.0,,,,,,,,,,,,,,,,,,,13.0
2254084.0,10.0,,5.0,9.0,7.0,6.5,10.0,5.0,8.5,7.5,10.0,,9.0,,,,7.5,8.0,
2255349.0,,,6.0,6.5,5.0,5.5,,,,,,,,,,,,,
2255557.0,10.0,DT,7.0,6.5,6.0,6.0,8.0,6.0,5.0,5.5,6.0,,5.5,4.0,5.0,,7.5,2.0,6.5
2260878.0,7.0,,5.0,7.5,6.0,7.5,7.0,6.0,7.0,7.0,7.0,4.5,6.0,7.5,5.0,6.0,,,
2261019.0,,,7.0,8.0,7.0,5.5,,8.0,6.5,6.5,,,,,,,,,
2265457.0,10.0,DT,6.0,7.0,8.5,7.5,10.0,5.0,8.0,9.0,8.5,8.5,6.0,7.5,8.0,8.0,7.5,6.5,7.5
2266448.0,6.0,,6.0,6.5,6.0,7.0,5.5,6.0,5.0,7.5,3.0,5.0,,6.5,6.0,6.5,6.0,,
2271033.0,6.5,DT,5.0,6.5,8.5,5.5,7.5,6.0,7.0,7.5,7.0,,7.5,6.0,5.0,,7.5,6.5,6.0
2274139.0,,,8.0,6.0,6.0,5.0,5.0,6.0,,7.0,6.0,7.5,,,6.0,4.5,5.5,6.5,6.0
2274996.0,7.0,,5.0,6.5,5.5,,6.0,6.0,5.0,8.5,7.0,7.5,6.0,4.0,8.0,,7.5,7.0,
2277244.0,5.5,,6.0,7.0,6.5,5.5,,6.0,8.0,9.0,,,,7.0,8.0,,,,
2279981.0,,,5.0,,,,,,,,,,,,,,,,
2281068.0,,,8.0,,,,,,,,,,,,,,,3.0,
2282644.0,10.0,DT,6.0,12.0,9,5.5,10.0,7,9,8.0,9.0,5.0,6.5,,7.0,6.0,12.0,,6.5
2283836.0,2.0,,5.0,6.0,2.5,6.0,,7,13.0,7.0,,6.0,,5.0,3.0,6.0,5.0,,6.5
2288960.0,,,7.0,8.0,7.0,6.0,,7.0,7.0,8.5,,7.5,,,,,,,
2292082.0,12.0,,,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0,12.0,12.0,,12.0,12.0,12.0,12.0
2300979.0,10.0,,5.0,8.5,7.5,7.5,10.0,6,,8.5,10.0,,8.5,,6.0,6.0,7.0,7.0,5.0
2301576.0,2.5,DT,5.0,0.5,VT,2.0,13.0,VT,VT,5.0,,VT,,13.0,,,,,
2304629.0,10.0,,5.0,7.0,5.5,7.5,10.0,6,,6.5,10.0,6.0,9.5,5.5,5.0,,9.0,6.5,
2320660.0,,,,,,,,,,,,,,13.0,,,,,
2327457.0,,,1.0,0.0,2.0,4.0,,13.0,13.0,13.0,,,,,,,,,
2333185.0,7.0,DT,5.0,7.0,7,8.5,5.0,6,8,9.0,2.5,7,0.0,1.5,2.0,,5.5,6.5,6.0
2334813.0,,,6.0,,,,,,,,,,,,,,,,
2343848.0,7.5,,7.0,6.0,6.0,6.0,0.0,7.0,5.0,5.5,6.0,7.5,,,8.0,,,,
2347650.0,7.5,,5.0,8.0,4.5,5.5,5.0,8,6.0,5.5,6.5,5.5,,6.0,5.0,,7.0,7.5,
2350902.0,6.0,,5.0,,4.5,6.5,6.0,5.0,7.0,6.0,,,,,,,,,
2351025.0,7.0,,7.0,7.0,5.0,5.5,6.0,5.0,0.0,6.0,7.0,,6.0,,5.0,4.5,6.0,6.0,
2352751.0,5.5,DT,7.0,4.0,5,5.0,6.5,5,7.5,8.0,0.0,7.0,4.0,5.0,7.0,,6.5,6.5,6.0
2362028.0,,,8.0,13.0,13.0,0.0,,,,,,,,,,,,,
2365402.0,6.5,,5.0,6.0,6.5,5.5,5.5,6,,7.0,4.0,4.5,,,6.0,,8.0,7.0,5.5
2376186.0,12.0,,5.0,5.0,2.5,3.0,12.0,5.0,5.0,2.0,12.0,,6.5,,,,,,
2376953.0,,,8.0,6.0,,,,5,7.0,,,,,,5.0,8.0,,8.0,7.0
2378473.0,7.0,,5.0,8.0,7.5,8.5,6.5,5,,9.0,6.0,9.5,,8.0,6.0,6.0,6.5,6.0,
2383417.0,6.5,,5.0,5.5,2.5,5.5,7.5,6.0,1.5,4.5,7.5,,,4.5,4.0,6.0,8.0,,
2383703.0,,,,,9.5,,,5,,10.0,,,,,8.0,,,,
2385183.0,,,8.0,,,,,,,,,,,,,,,,
2388265.0,10.0,DT,7.0,8.0,10,8.0,10.0,5,9,9.0,9.5,9,7.0,7.5,6.0,,9.0,12.0,7.5
2390237.0,10.0,DT,6.0,8.0,7,6.0,10.0,6,5.5,5.0,7.5,,5.0,5.5,5.0,6.5,6.5,7.5,7.5
2400667.0,8.0,,5.0,6.5,1.5,5.5,7.5,6.0,0.0,6.0,8.0,3.5,5.5,1.0,13.0,,4.5,5.0,
2404563.0,7.0,,5.0,6.5,6.5,5.0,7.5,5.0,6.0,8.0,,,,,,9.0,,,
2405472.0,8.0,,7.0,9.0,7.5,6.5,8.0,7.0,8.5,9.0,8.0,,,7.5,6.0,,,,
2406653.0,10.0,,7.0,6.5,5.5,7.5,10.0,6,8.5,8.5,10.0,,10.0,,5.0,,6.5,7.5,6.5
2415577.0,7.5,DT,6.0,6.0,5,7.5,7.0,5,7,8.5,4.5,5,,2.0,6.0,,6.0,,
2418366.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,2.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0
2427760.0,4.0,,5.0,5.5,6.5,6.0,2.0,4.0,4.0,6.0,,6.0,,6.5,6.0,7.0,5.0,7.0,6.0
2444457.0,,,,,,,,,,,,4.5,,,,,,,
2456303.0,,,6.0,,7.5,6.0,,5.0,,6.5,,,,,,,,,
2458830.0,10.0,DT,5,8.5,9.5,5.5,10.0,6,7.5,8,8.0,5.5,10.0,6.5,2.0,6.5,6.5,6.0,4.5
2463093.0,,,7.0,,,,,6.0,,,,4.5,,7.0,1.0,,6.0,,
2467826.0,10.0,DT,5,9.5,8.5,8.5,10.0,5,9.5,9.5,10.0,8.5,10.0,7.0,6.0,12.0,12.0,6.0,7.0
2474507.0,12.0,,7.0,6.5,5.0,5.0,7.0,6.0,2.0,5.5,7.0,,,,,,,,
2482792.0,7.0,,6.0,6.0,4.5,5.0,,4.0,0.0,1.5,,,,,,,,,
2489785.0,10.0,DT,4,5.0,7,7.5,10.0,13,5.5,8,,9.5,,4.5,6.0,,6.5,,6.5
2490323.0,6.5,,6.0,7.5,8.0,7.0,6.0,8.0,6.5,8.0,,,,,,7.5,,,
